#           x           U_x           U_y           U_z
            0             0             0             0
  0.000362954  -0.000104056   0.000261567  -7.10776e-19
  0.000725907  -0.000510214   0.000428882   1.08413e-18
   0.00108886  -0.000750037     0.0008496  -3.13947e-19
   0.00145181   -0.00129969   0.000742357    1.2867e-19
   0.00181477   -0.00220156   0.000774634    3.1804e-20
   0.00217772   -0.00189843   0.000903082   2.77241e-19
   0.00254068   -0.00269311   0.000801285   3.60841e-21
   0.00290363   -0.00371117   0.000791769  -1.12252e-18
   0.00326658   -0.00247241   0.000575086  -2.79844e-19
   0.00362954   -0.00360623   0.000555843  -2.44994e-19
   0.00399249   -0.00435626   0.000471815  -1.13603e-19
   0.00435544   -0.00208213   0.000200313   -3.2329e-19
    0.0047184   -0.00415269   0.000242439  -8.96625e-20
   0.00508135   -0.00396116   6.70308e-05  -1.09433e-19
   0.00544431   -0.00148689  -0.000245618  -3.41479e-19
   0.00580726   -0.00445032  -0.000154637   1.14365e-18
   0.00617021   -0.00230462   -0.00035379  -1.33587e-20
   0.00653317   -0.00122296  -0.000538506             0
   0.00689612   -0.00345356  -8.41614e-05             0
   0.00725907   0.000244689  -0.000725429             0
   0.00762203   -0.00081213  -0.000531523             0
   0.00798498  -0.000567352  -0.000620182             0
   0.00834793    0.00239261     -0.001235   2.50388e-20
   0.00871089   0.000237494  -0.000759356   1.31158e-18
   0.00907384    0.00293392   -0.00124546   1.65053e-20
    0.0094368    0.00337669   -0.00132967   1.34475e-19
   0.00979975    0.00387243  -0.000766715   3.17518e-20
    0.0101627    0.00608789   -0.00211309   2.52472e-19
    0.0105257    0.00623943   -0.00076063             0
    0.0108886     0.0081958   -0.00188251             0
    0.0112516    0.00919126   -0.00198847  -1.06683e-19
    0.0116145       0.01184   -0.00167322  -3.61702e-20
    0.0119775     0.0113823   -0.00309051  -1.90191e-19
    0.0123404     0.0160077   -0.00164683             0
    0.0127034     0.0150191   -0.00287782   1.37279e-19
    0.0130663     0.0181127   -0.00222366   7.25444e-20
    0.0134293     0.0202193   -0.00243333   6.55903e-19
    0.0137922     0.0184739   -0.00258593   2.95812e-19
    0.0141552     0.0261251   -0.00253142  -8.42403e-19
    0.0145181     0.0170491   -0.00255597   -8.3618e-21
    0.0148811     0.0288298   -0.00320899   8.29617e-19
    0.0152441     0.0213866   -0.00285556   2.50909e-19
     0.015607     0.0268071   -0.00351729   5.74476e-19
      0.01597      0.026135   -0.00357896   1.53904e-21
    0.0163329     0.0223598   -0.00310399             0
    0.0166959     0.0315695   -0.00474005             0
    0.0170588     0.0131633  -0.000994842  -8.81939e-21
    0.0174218     0.0372925   -0.00616707  -7.97993e-19
    0.0177847   -0.00203431     0.0046261  -1.80671e-19
    0.0181477     0.0342974   -0.00653698  -7.87857e-19
    0.0185106   -0.00979886    0.00870974  -1.16021e-19
    0.0188736     0.0122535   0.000157519             0
    0.0192365    -0.0242855     0.0141889             0
    0.0195995    -0.0244938     0.0134781   -2.2121e-20
