#           y           U_x           U_y           U_z
  -0.00235432       6.43772     -0.347927   -3.1961e-20
   -0.0021496       6.47764     -0.354227  -4.14411e-20
  -0.00194487       6.51762     -0.360453  -1.11187e-19
  -0.00174015        6.5576     -0.366679  -1.80933e-19
  -0.00153543       6.59758     -0.372905  -2.50679e-19
   -0.0013307       6.63771     -0.378945  -1.97544e-19
  -0.00112598       6.67781     -0.384974  -1.26093e-19
 -0.000921256       6.71791     -0.391002  -5.46417e-20
 -0.000716533       6.75832     -0.397017   5.76023e-21
 -0.000511809       6.80031     -0.403119   4.82299e-20
 -0.000307085        6.8423      -0.40922   9.06996e-20
 -0.000102362       6.88429     -0.415322   1.33169e-19
  0.000102362       6.92446      -0.42105   1.30362e-19
  0.000307085       6.96268     -0.426429   8.05559e-20
  0.000511809       7.00091     -0.431808   3.07493e-20
  0.000716533       7.03914     -0.437188  -1.90573e-20
  0.000921256       7.07761     -0.442564  -1.03816e-19
   0.00112598       7.11688     -0.447935  -1.27984e-19
    0.0013307       7.15615     -0.453306  -1.52153e-19
   0.00153543       7.19542     -0.458678  -1.76322e-19
   0.00174015        7.2347     -0.464049   -2.0049e-19
   0.00194487       7.27344     -0.469247   1.15639e-20
    0.0021496        7.3118      -0.47438   2.36378e-19
   0.00235432       7.35016     -0.479513   4.61192e-19
   0.00255905       7.38851     -0.484646   6.86006e-19
   0.00276377       7.42662     -0.489706   7.34675e-19
   0.00296849       7.46361     -0.494599    3.4847e-19
   0.00317322        7.5006     -0.499493  -3.77352e-20
   0.00337794       7.53759     -0.504387   -4.2394e-19
   0.00358266       7.57457      -0.50928  -8.10146e-19
   0.00378739       7.61006     -0.513961  -8.36564e-19
   0.00399211       7.64511     -0.518613  -8.04667e-19
   0.00419683       7.68015     -0.523265   -7.7277e-19
   0.00440156        7.7152     -0.527917  -7.40872e-19
   0.00460628        7.7493     -0.532457  -6.02958e-19
   0.00481101       7.78175     -0.536867  -2.35763e-19
   0.00501573       7.81419     -0.541277   1.31431e-19
   0.00522045       7.84663     -0.545687   4.98625e-19
   0.00542518       7.87906      -0.55009   8.62091e-19
    0.0056299       7.90824     -0.554254   1.10766e-18
   0.00583462       7.93722      -0.55842   1.38486e-18
   0.00603935        7.9662     -0.562586   1.66205e-18
   0.00624407       7.99518     -0.566752   1.93924e-18
   0.00644879       8.02174     -0.570759   1.79396e-18
   0.00665352       8.04614     -0.574663   1.26423e-18
   0.00685824       8.07054     -0.578566   7.34502e-19
   0.00706296       8.09494      -0.58247   2.04772e-19
   0.00726769       8.11869     -0.586323  -2.92237e-19
   0.00747241       8.13732     -0.589934  -1.33241e-18
   0.00767714       8.15595     -0.593545  -2.37257e-18
   0.00788186       8.17457     -0.597156  -3.41274e-18
   0.00808658        8.1932     -0.600767  -4.45291e-18
   0.00829131       8.20704     -0.604138  -3.49202e-18
   0.00849603       8.21874     -0.607427  -1.58802e-18
   0.00870075       8.23044     -0.610715   3.15983e-19
   0.00890548       8.24214     -0.614003   2.21998e-18
    0.0091102       8.25156     -0.617169   3.77879e-18
   0.00931492       8.25474     -0.620051   3.53838e-18
   0.00951965       8.25792     -0.622932   3.29796e-18
   0.00972437        8.2611     -0.625814   3.05755e-18
    0.0099291       8.26428     -0.628695   2.81714e-18
    0.0101338       8.25829     -0.631048   1.60062e-18
    0.0103385       8.25059     -0.633316   1.00909e-18
    0.0105433       8.24289     -0.635584   4.17555e-19
     0.010748       8.23519     -0.637852   -1.7398e-19
    0.0109527       8.22186     -0.639731  -1.11138e-19
    0.0111574       8.20083     -0.641104  -1.61077e-19
    0.0113622       8.17979     -0.642477  -2.11015e-19
    0.0115669       8.15875     -0.643849  -2.60953e-19
    0.0117716        8.1373     -0.645179  -3.11271e-19
    0.0119763       8.10256     -0.645479  -2.69468e-18
    0.0121811       8.06746     -0.645755  -5.21459e-18
    0.0123858       8.03236      -0.64603  -7.73451e-18
    0.0125905       7.99726     -0.646306  -1.02544e-17
    0.0127952       7.95545     -0.645968  -9.73474e-18
    0.0129999       7.90902     -0.645239  -7.03649e-18
    0.0132047       7.86259      -0.64451  -4.33825e-18
    0.0134094       7.81616     -0.643781  -1.64001e-18
    0.0136141       7.76785     -0.642896   6.53131e-19
    0.0138188       7.71097      -0.64143   2.45371e-18
    0.0140236       7.65408     -0.639964   4.25429e-18
    0.0142283       7.59719     -0.638497   6.05486e-18
     0.014433       7.53934     -0.636946   7.54811e-18
    0.0146377       7.47533     -0.635038   7.64054e-18
    0.0148425       7.41131     -0.633129   7.73296e-18
    0.0150472       7.34729      -0.63122   7.82539e-18
    0.0152519       7.28074      -0.62916   6.83414e-18
    0.0154566       7.21137      -0.62698   4.32729e-18
    0.0156614       7.14199       -0.6248   1.82043e-18
    0.0158661       7.07191     -0.622568  -4.76794e-19
    0.0160708       6.99792     -0.620175  -3.02777e-18
    0.0162755       6.92394     -0.617781  -5.57875e-18
    0.0164803       6.84927     -0.615335  -7.68596e-18
     0.016685       6.77055      -0.61268  -7.82211e-18
    0.0168897       6.69182     -0.610026  -7.95827e-18
    0.0170944       6.61068     -0.607186  -8.00536e-18
    0.0172991       6.52617     -0.604117  -7.93509e-18
    0.0175039       6.44166     -0.601048  -7.86481e-18
    0.0177086       6.34968     -0.597313  -4.25618e-19
    0.0179133       6.25731     -0.593554   7.62029e-18
     0.018118       6.15683     -0.588981   1.03605e-17
    0.0183228       6.05315     -0.584099   9.93135e-18
    0.0185275        5.9378     -0.577973   3.79105e-18
    0.0187322       5.81734     -0.571312  -1.89212e-18
    0.0189369       5.67487     -0.562239  -6.44802e-19
    0.0191417       5.52077     -0.551888   1.95699e-18
    0.0193464       5.33526     -0.538088   1.21012e-17
    0.0195511       5.10445     -0.519284   6.99341e-18
    0.0197558       4.81557     -0.493982  -1.59915e-17
    0.0199606       4.41575     -0.456186  -4.00454e-17
    0.0201653       3.71689     -0.384859  -2.31109e-17
      0.02037     0.0436616   -0.00451435             0
