#           x           U_x           U_y           U_z
    0.0475469     -0.708979     0.0099911   2.61354e-20
    0.0479099     -0.568967    0.00924221   1.65309e-20
    0.0482728      -0.72252    0.00978739   2.57535e-20
    0.0486358      -0.72252    0.00978739   2.57535e-20
    0.0489987     -0.564508    0.00881491   6.08074e-22
    0.0493617     -0.735879    0.00957542             0
    0.0497247     -0.576748    0.00876776     -2.22e-21
    0.0500876      -0.74904    0.00935483  -2.50215e-20
    0.0504506      -0.74904    0.00935483  -2.50215e-20
    0.0508135     -0.559411    0.00828217   9.42403e-21
    0.0511765     -0.761984    0.00912571   2.46694e-20
    0.0515394     -0.644581    0.00856176    1.7277e-20
    0.0519024     -0.774701    0.00888774             0
    0.0522653     -0.774701    0.00888774             0
    0.0526283     -0.488625    0.00748002  -6.61239e-21
    0.0529912      -0.78717    0.00864119  -2.39886e-20
    0.0533542     -0.777105    0.00859558  -2.34873e-20
    0.0537171     -0.799385    0.00838581             0
    0.0540801     -0.799385    0.00838581             0
    0.0544431     -0.463325    0.00690917  -3.04992e-21
     0.054806     -0.811322    0.00812202             0
     0.055169     -0.811322    0.00812202             0
    0.0555319     -0.668028    0.00731136   1.47726e-20
    0.0558949     -0.822971    0.00784965   2.30131e-20
    0.0562578     -0.693427    0.00731612   1.60386e-20
    0.0566208     -0.834315    0.00756909             0
    0.0569837     -0.834315    0.00756909             0
    0.0573467     -0.422304    0.00592878   2.23288e-21
    0.0577096     -0.845335    0.00728019  -2.23844e-20
    0.0580726     -0.845335    0.00728019  -2.23844e-20
    0.0584355     -0.695388    0.00649288   8.49408e-22
    0.0587985      -0.85602    0.00698346             0
    0.0591615     -0.757499    0.00661891  -5.11481e-22
    0.0595244     -0.866355    0.00667872   2.17661e-20
    0.0598874     -0.866355    0.00667872   2.17661e-20
    0.0602503     -0.532309    0.00548993   3.99935e-21
    0.0606133     -0.876315     0.0063664   2.14592e-20
    0.0609762     -0.876315     0.0063664   2.14592e-20
    0.0613392     -0.558506    0.00518663   9.51466e-21
    0.0617021     -0.885894     0.0060462    2.1153e-20
    0.0620651     -0.885894     0.0060462    2.1153e-20
     0.062428     -0.762389    0.00538942   3.31321e-20
     0.062791     -0.895074    0.00571844   4.16939e-20
    0.0631539     -0.807278    0.00544389   3.35415e-20
    0.0635169     -0.903837    0.00538272  -4.10801e-20
    0.0638798     -0.903837    0.00538272  -4.10801e-20
    0.0642428     -0.650687    0.00462856  -2.27053e-20
    0.0646058     -0.912171    0.00503889             0
    0.0649687     -0.912171    0.00503889             0
    0.0653317     -0.511751    0.00390645             0
    0.0656946     -0.920058    0.00468581             0
    0.0660576     -0.920058    0.00468581             0
    0.0664205     -0.525496    0.00357639             0
    0.0667835     -0.927477    0.00432246             0
    0.0671464     -0.927477    0.00432246             0
    0.0675094      -0.63421    0.00344255  -1.16798e-20
    0.0678723     -0.934418    0.00394661  -3.85915e-20
    0.0682353     -0.934418    0.00394661  -3.85915e-20
    0.0685982     -0.723087    0.00323183  -1.97396e-20
    0.0689612     -0.940857    0.00355545  -3.79555e-20
    0.0693242     -0.940857    0.00355545  -3.79555e-20
    0.0696871     -0.791856    0.00294851   2.52707e-20
    0.0700501     -0.946783    0.00314553   3.73123e-20
     0.070413     -0.946783    0.00314553   3.73123e-20
     0.070776     -0.840311    0.00259772   4.35272e-22
    0.0711389     -0.952163    0.00271294             0
    0.0715019     -0.932008    0.00267835   -2.9986e-22
    0.0718648     -0.868322     0.0021867  -3.07458e-20
    0.0722278     -0.956978    0.00225367  -3.60008e-20
    0.0725907     -0.925484     0.0022078  -3.42452e-20
    0.0729537     -0.875833    0.00172806  -3.07309e-20
    0.0733166     -0.961195     0.0017662  -3.53315e-20
    0.0736796     -0.938272    0.00173956  -3.38376e-20
    0.0740426     -0.862877    0.00124556  -2.82006e-20
    0.0744055      -0.96479    0.00125759   -3.4653e-20
    0.0747685      -0.96479    0.00125759   -3.4653e-20
    0.0751314     -0.829569   0.000777639  -4.97079e-22
    0.0754944     -0.967729   0.000750795             0
    0.0758573     -0.967729   0.000750795             0
