#           x           U_x           U_y           U_z
            0             0             0             0
  0.000362954  -3.03547e-07   9.58551e-07  -1.91443e-21
  0.000725907  -2.56344e-06   2.29641e-06   2.55484e-21
   0.00108886  -6.01148e-06   3.52965e-06             0
   0.00145181  -6.01148e-06   3.52965e-06             0
   0.00181477  -1.01193e-05    4.4808e-06             0
   0.00217772  -1.41942e-05   4.66871e-06             0
   0.00254068  -1.41942e-05   4.66871e-06             0
   0.00290363  -1.77747e-05   4.24913e-06  -2.23703e-21
   0.00326658   -2.0652e-05   3.43231e-06             0
   0.00362954   -2.0652e-05   3.43231e-06             0
   0.00399249   -2.2602e-05   2.06874e-06             0
   0.00435544  -2.33399e-05   3.48451e-07             0
    0.0047184  -2.33399e-05   3.48451e-07             0
   0.00508135  -2.28005e-05  -1.16938e-06             0
   0.00544431  -2.28005e-05  -1.16938e-06             0
   0.00580726  -2.10527e-05  -2.00659e-06   2.22169e-21
   0.00617021  -1.81092e-05  -1.92938e-06             0
   0.00653317  -1.81092e-05  -1.92938e-06             0
   0.00689612  -1.47059e-05  -1.81163e-06             0
   0.00725907  -1.08769e-05  -2.26424e-06             0
   0.00762203  -1.08769e-05  -2.26424e-06             0
   0.00798498  -6.80036e-06  -3.03943e-06             0
   0.00834793  -6.80036e-06  -3.03943e-06             0
   0.00871089  -2.45435e-06  -3.69155e-06   2.68826e-21
   0.00907384   2.38072e-06  -3.68202e-06             0
    0.0094368   2.38072e-06  -3.68202e-06             0
   0.00979975   7.69505e-06  -3.27125e-06             0
    0.0101627   7.69505e-06  -3.27125e-06             0
    0.0105257   1.37261e-05  -3.44627e-06             0
    0.0108886   2.08863e-05  -4.48897e-06             0
    0.0112516   2.08863e-05  -4.48897e-06             0
    0.0116145   2.90667e-05  -5.52908e-06             0
    0.0119775   2.90667e-05  -5.52908e-06             0
    0.0123404   3.81029e-05  -6.08207e-06             0
    0.0127034   4.68967e-05  -7.01935e-06             0
    0.0130663   4.68967e-05  -7.01935e-06             0
    0.0134293   5.54577e-05  -8.54133e-06   1.71772e-21
    0.0137922   5.54577e-05  -8.54133e-06   1.71772e-21
    0.0141552   6.26108e-05  -1.03537e-05  -1.64509e-21
    0.0145181   6.26108e-05  -1.03537e-05  -1.64509e-21
    0.0148811   6.87847e-05  -1.11618e-05   1.59093e-21
    0.0152441   7.39125e-05  -1.17893e-05   1.54741e-21
     0.015607   7.39125e-05  -1.17893e-05   1.54741e-21
      0.01597   7.79051e-05  -1.28517e-05             0
    0.0163329   7.79051e-05  -1.28517e-05             0
    0.0166959   7.69995e-05  -1.51514e-05             0
    0.0170588   7.69995e-05  -1.51514e-05             0
    0.0174218     6.505e-05  -1.58534e-05  -1.59039e-21
    0.0177847   3.55982e-05  -9.31391e-06   -1.8613e-21
    0.0181477   3.55982e-05  -9.31391e-06   -1.8613e-21
    0.0185106  -3.80206e-05   1.61226e-05             0
    0.0188736  -3.80206e-05   1.61226e-05             0
    0.0192365  -0.000135445   4.81151e-05             0
    0.0195995  -0.000135445   4.81151e-05             0
    0.0199625  -0.000261658   9.09249e-05  -5.60734e-22
    0.0203254  -0.000261658   9.09249e-05  -5.60734e-22
    0.0206884  -0.000426475   0.000141682             0
    0.0210513  -0.000426475   0.000141682             0
    0.0214143   -0.00061676   0.000178029             0
    0.0217772   -0.00061676   0.000178029             0
    0.0221402  -0.000821876   0.000189159   2.41639e-22
    0.0225031  -0.000821876   0.000189159   2.41639e-22
    0.0228661   -0.00101753   0.000178292             0
     0.023229   -0.00101753   0.000178292             0
     0.023592   -0.00119489   0.000158569   1.80329e-22
    0.0239549   -0.00119489   0.000158569   1.80329e-22
    0.0243179   -0.00135555   0.000140617   3.25456e-22
    0.0246809   -0.00150149    0.00012517             0
    0.0250438   -0.00150149    0.00012517             0
    0.0254068   -0.00163438   0.000112067             0
    0.0257697   -0.00163438   0.000112067             0
    0.0261327   -0.00175601   0.000101142             0
    0.0264956   -0.00175601   0.000101142             0
    0.0268586   -0.00186815   9.20997e-05             0
    0.0272215   -0.00186815   9.20997e-05             0
    0.0275845   -0.00186815   9.20997e-05             0
    0.0279474   -0.00197238   8.46198e-05             0
    0.0283104   -0.00197238   8.46198e-05             0
    0.0286733   -0.00207004    7.8426e-05   2.29419e-22
    0.0290363   -0.00207004    7.8426e-05   2.29419e-22
    0.0293992   -0.00216224   7.32774e-05   2.21242e-22
    0.0297622   -0.00216224   7.32774e-05   2.21242e-22
    0.0301252   -0.00224995    6.8984e-05   2.14028e-22
    0.0304881   -0.00224995    6.8984e-05   2.14028e-22
    0.0308511   -0.00233393   6.53956e-05             0
     0.031214   -0.00233393   6.53956e-05             0
